symbol,security_id,acquisition_status,structural_validation,raw_rows,session_rows,trading_days,bar_coverage_pct,out_of_session_rows_quarantined,duplicate_rows_removed,provider_ohlc_anomalies_quarantined,max_intraday_gap_minutes,feature_days_with_complete_opening10,feature_status,raw_1min_file,warning_reasons
IEX,220,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/IEX.parquet,
IFCI,1491,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IFCI.parquet,out_of_session_rows_quarantined
IGIL,28378,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IGIL.parquet,out_of_session_rows_quarantined
IGL,11262,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IGL.parquet,out_of_session_rows_quarantined
IIFL,11809,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IIFL.parquet,out_of_session_rows_quarantined
IKS,28125,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IKS.parquet,out_of_session_rows_quarantined
INDGN,23693,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/INDGN.parquet,out_of_session_rows_quarantined
INDHOTEL,1512,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/INDHOTEL.parquet,
INDIACEM,1515,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/INDIACEM.parquet,out_of_session_rows_quarantined
INDIAMART,10726,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/INDIAMART.parquet,out_of_session_rows_quarantined
INDIANB,14309,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/INDIANB.parquet,
INDIGO,11195,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/INDIGO.parquet,
INDUSINDBK,5258,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/INDUSINDBK.parquet,
INDUSTOWER,29135,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/INDUSTOWER.parquet,
INFY,1594,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/INFY.parquet,
INOXWIND,7852,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/INOXWIND.parquet,
INTELLECT,5926,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/INTELLECT.parquet,out_of_session_rows_quarantined
IOB,9348,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IOB.parquet,out_of_session_rows_quarantined
IOC,1624,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/IOC.parquet,
IPCALAB,1633,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IPCALAB.parquet,out_of_session_rows_quarantined
IRB,15313,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IRB.parquet,out_of_session_rows_quarantined
IRCON,4986,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IRCON.parquet,out_of_session_rows_quarantined
IRCTC,13611,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IRCTC.parquet,out_of_session_rows_quarantined
IREDA,20261,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/IREDA.parquet,
IRFC,2029,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/IRFC.parquet,
ITC,1660,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/ITC.parquet,
ITCHOTELS,29251,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ITCHOTELS.parquet,out_of_session_rows_quarantined
ITI,1675,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ITI.parquet,out_of_session_rows_quarantined
J&KBANK,5633,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/J_KBANK.parquet,out_of_session_rows_quarantined
JAINREC,759244,ACQUIRED,OK,84055,84031,225,99.5922962962963,24,2618,0,1.0,223,AVAILABLE,raw_1min/JAINREC.parquet,out_of_session_rows_quarantined
JBMA,11655,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JBMA.parquet,out_of_session_rows_quarantined
JINDALSAW,3024,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JINDALSAW.parquet,out_of_session_rows_quarantined
JINDALSTEL,6733,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/JINDALSTEL.parquet,
JIOFIN,18143,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/JIOFIN.parquet,
JKCEMENT,13270,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JKCEMENT.parquet,out_of_session_rows_quarantined
JKTYRE,14435,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JKTYRE.parquet,out_of_session_rows_quarantined
JMFINANCIL,13637,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JMFINANCIL.parquet,out_of_session_rows_quarantined
JPPOWER,11763,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JPPOWER.parquet,out_of_session_rows_quarantined
JSL,11236,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JSL.parquet,out_of_session_rows_quarantined
JSWCEMENT,758460,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JSWCEMENT.parquet,out_of_session_rows_quarantined
JSWDULUX,1467,ACQUIRED,OK,92320,92296,247,99.64480431848854,24,2992,0,1.0,233,AVAILABLE,raw_1min/JSWDULUX.parquet,out_of_session_rows_quarantined
JSWENERGY,17869,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/JSWENERGY.parquet,
JSWINFRA,19020,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JSWINFRA.parquet,out_of_session_rows_quarantined
JSWSTEEL,11723,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/JSWSTEEL.parquet,
JUBLFOOD,18096,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/JUBLFOOD.parquet,
JUBLINGREA,2783,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JUBLINGREA.parquet,out_of_session_rows_quarantined
JUBLPHARMA,3637,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JUBLPHARMA.parquet,out_of_session_rows_quarantined
JWL,20224,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JWL.parquet,out_of_session_rows_quarantined
JYOTICNC,21334,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/JYOTICNC.parquet,out_of_session_rows_quarantined
KAJARIACER,1808,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/KAJARIACER.parquet,out_of_session_rows_quarantined
KALYANKJIL,2955,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/KALYANKJIL.parquet,
KARURVYSYA,1838,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/KARURVYSYA.parquet,out_of_session_rows_quarantined
KAYNES,12092,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/KAYNES.parquet,
KEC,13260,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/KEC.parquet,out_of_session_rows_quarantined
KEI,13310,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/KEI.parquet,
KFINTECH,13359,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/KFINTECH.parquet,
KIMS,4847,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/KIMS.parquet,out_of_session_rows_quarantined
KIRLOSENG,20936,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/KIRLOSENG.parquet,out_of_session_rows_quarantined
KOTAKBANK,1922,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/KOTAKBANK.parquet,
KPIL,1814,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/KPIL.parquet,out_of_session_rows_quarantined
KPITTECH,9683,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/KPITTECH.parquet,
KPRMILL,14912,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/KPRMILL.parquet,out_of_session_rows_quarantined
LALPATHLAB,11654,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/LALPATHLAB.parquet,out_of_session_rows_quarantined
LATENTVIEW,6818,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/LATENTVIEW.parquet,out_of_session_rows_quarantined
LAURUSLABS,19234,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LAURUSLABS.parquet,
LEMONTREE,2606,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/LEMONTREE.parquet,out_of_session_rows_quarantined
LENSKART,759605,ACQUIRED,OK,75003,74979,200,99.972,24,2244,0,1.0,199,AVAILABLE,raw_1min/LENSKART.parquet,out_of_session_rows_quarantined
LGEINDIA,760213,ACQUIRED,OK,81061,81037,217,99.58463901689709,24,2618,0,1.0,215,AVAILABLE,raw_1min/LGEINDIA.parquet,out_of_session_rows_quarantined
LICHSGFIN,1997,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LICHSGFIN.parquet,
LICI,9480,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LICI.parquet,
LINDEINDIA,1627,ACQUIRED,OK,92333,92309,247,99.65883940620782,24,2992,0,1.0,245,AVAILABLE,raw_1min/LINDEINDIA.parquet,out_of_session_rows_quarantined
LLOYDSME,17313,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/LLOYDSME.parquet,out_of_session_rows_quarantined
LODHA,3220,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LODHA.parquet,
LT,11483,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LT.parquet,
LTF,24948,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LTF.parquet,
LTFOODS,13816,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/LTFOODS.parquet,out_of_session_rows_quarantined
LTM,17818,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LTM.parquet,
LTTS,18564,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/LTTS.parquet,out_of_session_rows_quarantined
LUPIN,10440,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/LUPIN.parquet,
M&M,2031,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/M_M.parquet,
M&MFIN,13285,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/M_MFIN.parquet,out_of_session_rows_quarantined
MAHABANK,11377,ACQUIRED,OK,92289,92265,247,99.61133603238866,24,2992,0,1.0,246,AVAILABLE,raw_1min/MAHABANK.parquet,out_of_session_rows_quarantined
MANAPPURAM,19061,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MANAPPURAM.parquet,
MANKIND,15380,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MANKIND.parquet,
MAPMYINDIA,7227,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MAPMYINDIA.parquet,out_of_session_rows_quarantined
MARICO,4067,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MARICO.parquet,
MARUTI,10999,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MARUTI.parquet,
MAXHEALTH,22377,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MAXHEALTH.parquet,
MAZDOCK,509,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MAZDOCK.parquet,
MCX,31181,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MCX.parquet,
MEDANTA,11956,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MEDANTA.parquet,out_of_session_rows_quarantined
MEESHO,760229,ACQUIRED,OK,66749,66725,178,99.9625468164794,24,1870,0,1.0,177,AVAILABLE,raw_1min/MEESHO.parquet,out_of_session_rows_quarantined
MFSL,2142,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MFSL.parquet,
MGL,17534,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MGL.parquet,out_of_session_rows_quarantined
MINDACORP,25897,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MINDACORP.parquet,out_of_session_rows_quarantined
MMTC,17957,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MMTC.parquet,out_of_session_rows_quarantined
MOTHERSON,4204,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MOTHERSON.parquet,
MOTILALOFS,14947,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MOTILALOFS.parquet,
MPHASIS,4503,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MPHASIS.parquet,
MRF,2277,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MRF.parquet,out_of_session_rows_quarantined
MRPL,2283,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MRPL.parquet,out_of_session_rows_quarantined
MSUMI,8596,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/MSUMI.parquet,out_of_session_rows_quarantined
MUTHOOTFIN,23650,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/MUTHOOTFIN.parquet,
NAM-INDIA,357,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NAM-INDIA.parquet,
NATCOPHARM,3918,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NATCOPHARM.parquet,out_of_session_rows_quarantined
NATIONALUM,6364,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NATIONALUM.parquet,
NAUKRI,13751,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NAUKRI.parquet,
NAVA,4014,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NAVA.parquet,out_of_session_rows_quarantined
NAVINFLUOR,14672,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NAVINFLUOR.parquet,out_of_session_rows_quarantined
NBCC,31415,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NBCC.parquet,
NCC,2319,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NCC.parquet,out_of_session_rows_quarantined
NESTLEIND,17963,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NESTLEIND.parquet,
NETWEB,17433,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NETWEB.parquet,out_of_session_rows_quarantined
NEULANDLAB,2406,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NEULANDLAB.parquet,out_of_session_rows_quarantined
NEWGEN,1164,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NEWGEN.parquet,out_of_session_rows_quarantined
NH,11840,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NH.parquet,out_of_session_rows_quarantined
NHPC,17400,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NHPC.parquet,
NIACL,399,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NIACL.parquet,out_of_session_rows_quarantined
NIVABUPA,27097,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NIVABUPA.parquet,out_of_session_rows_quarantined
NLCINDIA,8585,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NLCINDIA.parquet,out_of_session_rows_quarantined
NMDC,15332,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NMDC.parquet,
NSLNISP,14180,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NSLNISP.parquet,out_of_session_rows_quarantined
NTPC,11630,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NTPC.parquet,
NTPCGREEN,27176,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NTPCGREEN.parquet,out_of_session_rows_quarantined
NUVAMA,18721,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NUVAMA.parquet,out_of_session_rows_quarantined
NUVOCO,5426,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/NUVOCO.parquet,out_of_session_rows_quarantined
NYKAA,6545,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/NYKAA.parquet,
OBEROIRLTY,20242,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/OBEROIRLTY.parquet,
OFSS,10738,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/OFSS.parquet,
OIL,17438,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/OIL.parquet,
OLAELEC,24777,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/OLAELEC.parquet,out_of_session_rows_quarantined
OLECTRA,10637,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/OLECTRA.parquet,out_of_session_rows_quarantined
ONESOURCE,29224,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ONESOURCE.parquet,out_of_session_rows_quarantined
ONGC,2475,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/ONGC.parquet,
PAGEIND,14413,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PAGEIND.parquet,
PARADEEP,9741,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/PARADEEP.parquet,out_of_session_rows_quarantined
PATANJALI,17029,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PATANJALI.parquet,
PAYTM,6705,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PAYTM.parquet,
PCBL,2649,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/PCBL.parquet,out_of_session_rows_quarantined
PERSISTENT,18365,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PERSISTENT.parquet,
PETRONET,11351,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PETRONET.parquet,
PFC,14299,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PFC.parquet,
PFIZER,2643,ACQUIRED,OK,92332,92308,247,99.65775978407557,24,2992,0,1.0,245,AVAILABLE,raw_1min/PFIZER.parquet,out_of_session_rows_quarantined
PFOCUS,13496,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/PFOCUS.parquet,out_of_session_rows_quarantined
PGEL,25358,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PGEL.parquet,
PHOENIXLTD,14552,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PHOENIXLTD.parquet,
PIDILITIND,2664,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PIDILITIND.parquet,
PIIND,24184,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PIIND.parquet,
PINELABS,759820,ACQUIRED,OK,73502,73478,196,99.97006802721089,24,2244,0,1.0,195,AVAILABLE,raw_1min/PINELABS.parquet,out_of_session_rows_quarantined
PIRAMALFIN,759551,ACQUIRED,OK,75373,75349,201,99.96550580431176,24,2244,0,1.0,200,AVAILABLE,raw_1min/PIRAMALFIN.parquet,out_of_session_rows_quarantined
PNB,10666,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PNB.parquet,
PNBHOUSING,18908,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PNBHOUSING.parquet,
POLICYBZR,6656,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/POLICYBZR.parquet,
POLYCAB,9590,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/POLYCAB.parquet,
POLYMED,25718,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/POLYMED.parquet,out_of_session_rows_quarantined
POONAWALLA,11403,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/POONAWALLA.parquet,out_of_session_rows_quarantined
POWERGRID,14977,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/POWERGRID.parquet,
POWERINDIA,18457,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/POWERINDIA.parquet,
PPLPHARMA,11571,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/PPLPHARMA.parquet,out_of_session_rows_quarantined
PREMIERENE,25049,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PREMIERENE.parquet,
PRESTIGE,20302,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/PRESTIGE.parquet,
PTCIL,16682,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/PTCIL.parquet,out_of_session_rows_quarantined
PVRINOX,13147,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/PVRINOX.parquet,out_of_session_rows_quarantined
PWL,759723,ACQUIRED,OK,72749,72725,194,99.96563573883162,24,2244,0,1.0,193,AVAILABLE,raw_1min/PWL.parquet,out_of_session_rows_quarantined
RADICO,10990,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/RADICO.parquet,
RAILTEL,2431,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/RAILTEL.parquet,out_of_session_rows_quarantined
RAINBOW,9408,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/RAINBOW.parquet,out_of_session_rows_quarantined
RAMCOCEM,2043,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/RAMCOCEM.parquet,out_of_session_rows_quarantined
