symbol,security_id,acquisition_status,structural_validation,raw_rows,session_rows,trading_days,bar_coverage_pct,out_of_session_rows_quarantined,duplicate_rows_removed,provider_ohlc_anomalies_quarantined,max_intraday_gap_minutes,feature_days_with_complete_opening10,feature_status,raw_1min_file,warning_reasons
BAJAJHLDNG,305,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BAJAJHLDNG.parquet,
BAJFINANCE,317,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BAJFINANCE.parquet,
BALKRISIND,335,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BALKRISIND.parquet,out_of_session_rows_quarantined
BALRAMCHIN,341,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BALRAMCHIN.parquet,out_of_session_rows_quarantined
BANDHANBNK,2263,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BANDHANBNK.parquet,
BANKBARODA,4668,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BANKBARODA.parquet,
BANKINDIA,4745,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BANKINDIA.parquet,
BATAINDIA,371,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BATAINDIA.parquet,out_of_session_rows_quarantined
BAYERCROP,17927,ACQUIRED,OK,92332,92308,247,99.65775978407557,24,2992,0,1.0,244,AVAILABLE,raw_1min/BAYERCROP.parquet,out_of_session_rows_quarantined
BBTC,380,ACQUIRED,OK,92332,92308,247,99.65775978407557,24,2992,0,1.0,244,AVAILABLE,raw_1min/BBTC.parquet,out_of_session_rows_quarantined
BDL,2144,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BDL.parquet,
BEL,383,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BEL.parquet,
BELRISE,757102,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BELRISE.parquet,out_of_session_rows_quarantined
BEML,395,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BEML.parquet,out_of_session_rows_quarantined
BERGEPAINT,404,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BERGEPAINT.parquet,out_of_session_rows_quarantined
BHARATFORG,422,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BHARATFORG.parquet,
BHARTIARTL,10604,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BHARTIARTL.parquet,
BHARTIHEXA,23489,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BHARTIHEXA.parquet,out_of_session_rows_quarantined
BHEL,438,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BHEL.parquet,
BIKAJI,11966,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BIKAJI.parquet,out_of_session_rows_quarantined
BIOCON,11373,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BIOCON.parquet,
BLS,17279,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BLS.parquet,out_of_session_rows_quarantined
BLUEDART,495,ACQUIRED,OK,92333,92309,247,99.65883940620782,24,2992,0,1.0,245,AVAILABLE,raw_1min/BLUEDART.parquet,out_of_session_rows_quarantined
BLUEJET,19686,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BLUEJET.parquet,out_of_session_rows_quarantined
BLUESTARCO,8311,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BLUESTARCO.parquet,
BOSCHLTD,2181,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BOSCHLTD.parquet,
BPCL,526,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BPCL.parquet,
BRIGADE,15184,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BRIGADE.parquet,out_of_session_rows_quarantined
BRITANNIA,547,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BRITANNIA.parquet,
BSE,19585,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/BSE.parquet,
BSOFT,6994,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/BSOFT.parquet,out_of_session_rows_quarantined
CAMS,342,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CAMS.parquet,
CANBK,10794,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CANBK.parquet,
CANFINHOME,583,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CANFINHOME.parquet,out_of_session_rows_quarantined
CANHLIFE,759477,ACQUIRED,OK,79932,79908,214,99.57383177570094,24,2618,0,1.0,212,AVAILABLE,raw_1min/CANHLIFE.parquet,out_of_session_rows_quarantined
CAPLIPOINT,3906,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CAPLIPOINT.parquet,out_of_session_rows_quarantined
CARBORUNIV,595,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CARBORUNIV.parquet,out_of_session_rows_quarantined
CARTRADE,5407,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CARTRADE.parquet,out_of_session_rows_quarantined
CASTROLIND,1250,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CASTROLIND.parquet,out_of_session_rows_quarantined
CCL,11452,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CCL.parquet,out_of_session_rows_quarantined
CDSL,21174,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CDSL.parquet,
CEATLTD,15254,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CEATLTD.parquet,out_of_session_rows_quarantined
CEMPRO,5622,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CEMPRO.parquet,out_of_session_rows_quarantined
CENTRALBK,14894,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CENTRALBK.parquet,out_of_session_rows_quarantined
CESC,628,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CESC.parquet,out_of_session_rows_quarantined
CGCL,20329,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CGCL.parquet,out_of_session_rows_quarantined
CGPOWER,760,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CGPOWER.parquet,
CHALET,8546,ACQUIRED,OK,92333,92309,247,99.65883940620782,24,2992,0,1.0,245,AVAILABLE,raw_1min/CHALET.parquet,out_of_session_rows_quarantined
CHAMBLFERT,637,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CHAMBLFERT.parquet,out_of_session_rows_quarantined
CHENNPETRO,2049,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CHENNPETRO.parquet,out_of_session_rows_quarantined
CHOICEIN,8866,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CHOICEIN.parquet,out_of_session_rows_quarantined
CHOLAFIN,685,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CHOLAFIN.parquet,
CHOLAHLDNG,21740,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CHOLAHLDNG.parquet,out_of_session_rows_quarantined
CIEINDIA,14937,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CIEINDIA.parquet,out_of_session_rows_quarantined
CIPLA,694,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CIPLA.parquet,
CLEAN,5049,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CLEAN.parquet,out_of_session_rows_quarantined
COALINDIA,20374,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/COALINDIA.parquet,
COCHINSHIP,21508,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/COCHINSHIP.parquet,
COFORGE,11543,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/COFORGE.parquet,
COHANCE,17945,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/COHANCE.parquet,out_of_session_rows_quarantined
COLPAL,15141,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/COLPAL.parquet,
CONCOR,4749,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CONCOR.parquet,
CONCORDBIO,18060,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CONCORDBIO.parquet,out_of_session_rows_quarantined
COROMANDEL,739,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/COROMANDEL.parquet,out_of_session_rows_quarantined
CPPLUS,758858,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CPPLUS.parquet,out_of_session_rows_quarantined
CRAFTSMAN,2854,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CRAFTSMAN.parquet,out_of_session_rows_quarantined
CREDITACC,4421,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CREDITACC.parquet,out_of_session_rows_quarantined
CRISIL,757,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CRISIL.parquet,out_of_session_rows_quarantined
CROMPTON,17094,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CROMPTON.parquet,
CUB,5701,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CUB.parquet,out_of_session_rows_quarantined
CUMMINSIND,1901,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/CUMMINSIND.parquet,
CYIENT,5748,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/CYIENT.parquet,out_of_session_rows_quarantined
DABUR,772,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/DABUR.parquet,
DALBHARAT,8075,ACQUIRED,OK,92025,92025,247,99.35222672064778,0,2977,0,1.0,246,AVAILABLE,raw_1min/DALBHARAT.parquet,
DATAPATTNS,7358,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/DATAPATTNS.parquet,out_of_session_rows_quarantined
DCMSHRIRAM,811,ACQUIRED,OK,92332,92308,247,99.65775978407557,24,2992,0,1.0,244,AVAILABLE,raw_1min/DCMSHRIRAM.parquet,out_of_session_rows_quarantined
DEEPAKFERT,827,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/DEEPAKFERT.parquet,out_of_session_rows_quarantined
DEEPAKNTR,19943,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/DEEPAKNTR.parquet,out_of_session_rows_quarantined
DELHIVERY,9599,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/DELHIVERY.parquet,
DEVYANI,5373,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/DEVYANI.parquet,out_of_session_rows_quarantined
DIVISLAB,10940,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/DIVISLAB.parquet,
DIXON,21690,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/DIXON.parquet,
DLF,14732,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/DLF.parquet,
DMART,19913,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/DMART.parquet,
DOMS,20551,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/DOMS.parquet,out_of_session_rows_quarantined
DRREDDY,881,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/DRREDDY.parquet,
ECLERX,15179,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ECLERX.parquet,out_of_session_rows_quarantined
EICHERMOT,910,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/EICHERMOT.parquet,
EIDPARRY,916,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/EIDPARRY.parquet,out_of_session_rows_quarantined
EIHOTEL,919,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/EIHOTEL.parquet,out_of_session_rows_quarantined
ELECON,13643,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ELECON.parquet,out_of_session_rows_quarantined
ELGIEQUIP,937,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ELGIEQUIP.parquet,out_of_session_rows_quarantined
EMAMILTD,13517,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/EMAMILTD.parquet,out_of_session_rows_quarantined
EMCURE,24398,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/EMCURE.parquet,out_of_session_rows_quarantined
EMMVEE,759728,ACQUIRED,OK,72747,72723,194,99.96288659793817,24,2244,0,1.0,193,AVAILABLE,raw_1min/EMMVEE.parquet,out_of_session_rows_quarantined
ENDURANCE,18822,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ENDURANCE.parquet,out_of_session_rows_quarantined
ENGINERSIN,4907,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ENGINERSIN.parquet,out_of_session_rows_quarantined
ENRIN,756871,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ENRIN.parquet,out_of_session_rows_quarantined
ERIS,21154,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ERIS.parquet,out_of_session_rows_quarantined
ESCORTS,958,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/ESCORTS.parquet,out_of_session_rows_quarantined
ETERNAL,5097,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/ETERNAL.parquet,
EXIDEIND,676,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/EXIDEIND.parquet,out_of_session_rows_quarantined
FACT,1008,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/FACT.parquet,out_of_session_rows_quarantined
FEDERALBNK,1023,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/FEDERALBNK.parquet,
FINCABLES,1038,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/FINCABLES.parquet,out_of_session_rows_quarantined
FIRSTCRY,24814,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/FIRSTCRY.parquet,out_of_session_rows_quarantined
FIVESTAR,12032,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/FIVESTAR.parquet,out_of_session_rows_quarantined
FLUOROCHEM,13750,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/FLUOROCHEM.parquet,out_of_session_rows_quarantined
FORCEMOT,11573,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/FORCEMOT.parquet,
FORTIS,14592,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/FORTIS.parquet,
FSL,14304,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/FSL.parquet,out_of_session_rows_quarantined
GABRIEL,1085,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GABRIEL.parquet,out_of_session_rows_quarantined
GAIL,4717,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GAIL.parquet,
GALLANTT,13337,ACQUIRED,OK,92333,92309,247,99.65883940620782,24,2992,0,1.0,245,AVAILABLE,raw_1min/GALLANTT.parquet,out_of_session_rows_quarantined
GESHIP,13776,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GESHIP.parquet,out_of_session_rows_quarantined
GICRE,277,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GICRE.parquet,out_of_session_rows_quarantined
GILLETTE,1576,ACQUIRED,OK,92333,92309,247,99.65883940620782,24,2992,0,1.0,245,AVAILABLE,raw_1min/GILLETTE.parquet,out_of_session_rows_quarantined
GLAND,1186,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GLAND.parquet,out_of_session_rows_quarantined
GLAXO,1153,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GLAXO.parquet,out_of_session_rows_quarantined
GLENMARK,7406,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GLENMARK.parquet,
GMDCLTD,5204,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GMDCLTD.parquet,out_of_session_rows_quarantined
GMRAIRPORT,13528,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GMRAIRPORT.parquet,
GODFRYPHLP,1181,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GODFRYPHLP.parquet,
GODIGIT,23799,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GODIGIT.parquet,out_of_session_rows_quarantined
GODREJCP,10099,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GODREJCP.parquet,
GODREJIND,10925,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GODREJIND.parquet,out_of_session_rows_quarantined
GODREJPROP,17875,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GODREJPROP.parquet,
GPIL,13409,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GPIL.parquet,out_of_session_rows_quarantined
GRANULES,11872,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GRANULES.parquet,out_of_session_rows_quarantined
GRAPHITE,592,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GRAPHITE.parquet,out_of_session_rows_quarantined
GRASIM,1232,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GRASIM.parquet,
GRAVITA,20534,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GRAVITA.parquet,out_of_session_rows_quarantined
GROWW,759806,ACQUIRED,OK,74248,74224,198,99.96498316498317,24,2244,0,1.0,197,AVAILABLE,raw_1min/GROWW.parquet,out_of_session_rows_quarantined
GRSE,5475,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/GRSE.parquet,out_of_session_rows_quarantined
GVT&D,16783,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/GVT_D.parquet,
HAL,2303,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HAL.parquet,
HAVELLS,9819,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HAVELLS.parquet,
HBLENGINE,13966,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HBLENGINE.parquet,out_of_session_rows_quarantined
HCLTECH,7229,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HCLTECH.parquet,
HDBFS,757772,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HDBFS.parquet,out_of_session_rows_quarantined
HDFCAMC,4244,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HDFCAMC.parquet,
HDFCBANK,1333,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HDFCBANK.parquet,
HDFCLIFE,467,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HDFCLIFE.parquet,
HEG,1336,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HEG.parquet,out_of_session_rows_quarantined
HEROMOTOCO,1348,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HEROMOTOCO.parquet,
HEXT,29666,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HEXT.parquet,out_of_session_rows_quarantined
HFCL,21951,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HFCL.parquet,out_of_session_rows_quarantined
HINDALCO,1363,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HINDALCO.parquet,
HINDCOPPER,17939,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HINDCOPPER.parquet,out_of_session_rows_quarantined
HINDPETRO,1406,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HINDPETRO.parquet,
HINDUNILVR,1394,ACQUIRED,OK,91981,91981,247,99.3047233468286,0,2977,0,1.0,245,AVAILABLE,raw_1min/HINDUNILVR.parquet,
HINDZINC,1424,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/HINDZINC.parquet,
HOMEFIRST,2056,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HOMEFIRST.parquet,out_of_session_rows_quarantined
HONASA,19813,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HONASA.parquet,out_of_session_rows_quarantined
HONAUT,3417,ACQUIRED,OK,92333,92309,247,99.65883940620782,24,2992,0,1.0,245,AVAILABLE,raw_1min/HONAUT.parquet,out_of_session_rows_quarantined
HSCL,14334,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HSCL.parquet,out_of_session_rows_quarantined
HUDCO,20825,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/HUDCO.parquet,out_of_session_rows_quarantined
HYUNDAI,25844,ACQUIRED,OK,92009,92009,247,99.33495276653171,0,2977,1,2.0,246,AVAILABLE,raw_1min/HYUNDAI.parquet,provider_ohlc_anomalies_quarantined
ICICIAMC,760407,ACQUIRED,OK,64129,64105,171,99.96881091617934,24,1870,0,1.0,170,AVAILABLE,raw_1min/ICICIAMC.parquet,out_of_session_rows_quarantined
ICICIBANK,4963,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/ICICIBANK.parquet,
ICICIGI,21770,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/ICICIGI.parquet,
ICICIPRULI,18652,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/ICICIPRULI.parquet,
IDBI,1476,ACQUIRED,OK,92334,92310,247,99.65991902834008,24,2992,0,1.0,246,AVAILABLE,raw_1min/IDBI.parquet,out_of_session_rows_quarantined
IDEA,14366,ACQUIRED,OK,92007,92007,247,99.3327935222672,0,2977,3,2.0,246,AVAILABLE,raw_1min/IDEA.parquet,provider_ohlc_anomalies_quarantined
IDFCFIRSTB,11184,ACQUIRED,OK,92010,92010,247,99.33603238866397,0,2977,0,1.0,246,AVAILABLE,raw_1min/IDFCFIRSTB.parquet,
