gap_rank,symbol,valid_sessions,median_abs_gap_pct,p75_abs_gap_pct,p90_abs_gap_pct,p95_abs_gap_pct,p99_abs_gap_pct,mean_abs_gap_pct,gap_up_0.5_rate,gap_down_0.5_rate,gap_up_0.75_rate,gap_down_0.75_rate,gap_up_1_rate,gap_down_1_rate,large_gap_0.5_rate,large_gap_0.75_rate,large_gap_1_rate,max_abs_gap_pct,gap_burden_rank
181,TIINDIA,245,0.0037807183364839,0.0068952488901483,0.010676433353119859,0.015882982947218717,0.04169957661178144,0.005570846905563854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697826086956521,0.40449999999999997
182,GODREJCP,245,0.0030655050016135,0.0063953488372092,0.011347659190124858,0.018789188266140355,0.02787547232736403,0.005277101946556829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1013151485630784,0.40800000000000003
183,HEROMOTOCO,245,0.0038174273858919,0.0064604541895066,0.011307807950784418,0.01461235337243391,0.02556772794705008,0.005183806634112469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374468925995454,0.411
184,AXISBANK,245,0.0037881777286719,0.0066219881921175,0.010524733057938059,0.016331903353033722,0.04036517367259063,0.0055581427754976135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07164680721051,0.4115
185,KEI,245,0.0037284871231388,0.006984005911377,0.011247205978942059,0.015474863189168256,0.033541134423058803,0.0054576945741556535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0498046875,0.41350000000000003
186,PETRONET,245,0.002870470039469,0.0062233285917496,0.011119494094569079,0.020402397452750756,0.035574851237081095,0.005301304356540347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780086240689925,0.414
187,TATACOMM,245,0.0032936407398023,0.0066678573554801,0.01209054282227462,0.016639997037206467,0.031004462931669422,0.005172169914686789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391459074733095,0.41500000000000004
188,CANBK,245,0.0031463748290014,0.0063004225893199,0.011005156511002897,0.01935084850515151,0.040565290569919046,0.005584307228645055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508500772797526,0.4155
189,EIHOTEL,245,0.0033142512805062,0.0072589553416443,0.012296914498807739,0.016021738578446815,0.03311375148548747,0.005457218420750671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448188175460902,0.41800000000000004
190,CRISIL,245,0.0033706109511373,0.0067567567567567,0.01205548545376956,0.016248493001955962,0.0251054228667867,0.004998315416353308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342084327764518,0.41800000000000004
191,FINCABLES,245,0.0035458897228295,0.0064976430118486,0.01126739288741954,0.016448598130841104,0.043427790845829484,0.005544803254001969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548686244204017,0.41800000000000004
192,AUBANK,245,0.0034757259782487,0.0065648854961832,0.0112963532954164,0.01682172905359933,0.029828212564297997,0.005279263841860973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608079748163694,0.41900000000000004
193,CHALET,244,0.00384703584451605,0.0069208858490545,0.010868207218505543,0.01574318486880594,0.02646016915976064,0.005326248855301044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484964259304905,0.421
194,ASTRAL,245,0.0036756909592139,0.0075699745547074,0.01152386576438582,0.015399781980188501,0.03331382689620246,0.005723430679573779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048993288590604,0.42100000000000004
195,ERIS,245,0.0039812495986644,0.0068537859007833,0.01141525428953684,0.014158572442992297,0.02060200999186704,0.004917712564553212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283087345753689,0.4235
196,BANKBARODA,245,0.0034086242299795,0.0064608758076092,0.011632176580053596,0.0169768787156499,0.03023388560909033,0.005210849263366362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045045045045045,0.42400000000000004
197,DOMS,245,0.0034094099715213,0.0072260136491368,0.01079741533205938,0.01841713950303254,0.04352327285941488,0.005604789485630735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878243512974052,0.425
198,TATACHEM,245,0.0028011204481792,0.005452562704471,0.01196162955494088,0.019633130511039577,0.038505129634792266,0.0051176682519745486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441767068273093,0.4295
199,NSLNISP,245,0.003168854685378,0.0060832943378568,0.012191298173542899,0.01779829367078635,0.04137356226037672,0.005365388448734629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793296089385473,0.4295
200,OLECTRA,245,0.003270509977827,0.0064464141821112,0.011000854732546639,0.019289298269052017,0.05216253381084068,0.0058068517130711785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0644614079728582,0.4295
201,RHIM,245,0.0039171796306659,0.0070671378091873,0.011133293810704119,0.015238391780437895,0.03390174512221659,0.005312455208532271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412806539509535,0.4305
202,VBL,245,0.0030395136778115,0.0062037037037037,0.012245589881552058,0.01819860632718535,0.03186185007052184,0.005159526723751366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346354166666666,0.431
203,HUDCO,245,0.0032894736842103,0.0067114093959732,0.01138928544009916,0.018313513605753923,0.04484621470850403,0.0056480814440108395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610580534392102,0.432
204,BBTC,243,0.0032471106219043,0.00664512068414325,0.01229047404803235,0.01756698688082802,0.033134933455617896,0.005313874435728003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414201183431952,0.436
205,APTUS,245,0.003627569528416,0.0071756029499699,0.011154103241559679,0.017023495316857432,0.04294494630723232,0.005623254876722767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547499999999998,0.4365
206,KARURVYSYA,245,0.0032693093583979,0.0067389875082182,0.011395714012151078,0.018861660389843472,0.037693968068427786,0.005433040561754705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617075232459847,0.43799999999999994
207,CHOICEIN,245,0.0034271725826193,0.0060636059893577,0.011455789003943456,0.017647437302326024,0.031044973708629693,0.005290228689980764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419972001866542,0.438
208,SUZLON,245,0.0029261155815654,0.0055841924398626,0.01223172561890688,0.019223850587684728,0.04530289491327558,0.005255051330112024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0825322391559202,0.442
209,AEGISLOG,245,0.0039215686274509,0.0067720090293452,0.01190431914856556,0.014525012893243955,0.025134056971155252,0.005192929954485691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0562180579216353,0.44225
210,ADANIPORTS,245,0.0029224229543038,0.0065515187611673,0.013056957462148498,0.017676285808844498,0.043526949641081725,0.005486888296142165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059985528219971,0.443
211,AMBUJACEM,245,0.0036403349108118,0.006993006993007,0.01116609442280358,0.017385800041165873,0.037325636150526295,0.005616156830830749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439721868573106,0.4465
212,ASIANPAINT,245,0.0024338929912133,0.0066630650099046,0.013341318418892079,0.018403212147005618,0.03569347564221073,0.0053431497922482385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542797494780793,0.4475
213,DALBHARAT,245,0.0038765543976237,0.0068738283247173,0.011254798044966359,0.015749959090165248,0.03154407095856235,0.005328255760761088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412188365650969,0.4485
214,ASAHIINDIA,245,0.0038225414108652,0.0072180807005088,0.01156491572510108,0.015591291863978137,0.037000012642849786,0.0056027121062845195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463044950257826,0.452
215,SCHAEFFLER,245,0.0038119440914865,0.0071465696465696,0.011216798896609339,0.01664406617625213,0.03525420952054981,0.005444407959312558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537342864185359,0.45399999999999996
216,BAJAJHLDNG,245,0.0042533936651583,0.0075750402424012,0.0114767043958937,0.01428001709158232,0.028740499660184583,0.0054574215867986015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469483568075117,0.4545
217,ENRIN,245,0.0035766246362756,0.0062006764374296,0.01203425969052426,0.01656190614280901,0.03108507286380266,0.005431668167736819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597124953925543,0.45499999999999996
218,ENDURANCE,245,0.0040760321239758,0.0073800738007379,0.01169554175517098,0.014847213760620094,0.04243414230957396,0.005949038768578607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682916666666666,0.45749999999999996
219,VMM,245,0.0033613445378151,0.0065116279069767,0.01243716031397696,0.017277003681401847,0.04211698732772174,0.005879472433991685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676343664182032,0.4595
220,BHARATFORG,245,0.0032998855141761,0.0067229196679701,0.012551709230151618,0.01749640964199377,0.031574490337391306,0.0056229197023631595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821309655937847,0.461
221,AJANTPHARM,245,0.0038729887512458,0.0068929321203639,0.01137992466361806,0.016179300223974874,0.028273553741276585,0.0054886172974021605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493785690292241,0.4615
222,TIMKEN,243,0.0032988357050451,0.0079276474098261,0.012355709131741562,0.017870369734156753,0.02632579608530523,0.005578018255377906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051218987302856,0.4625
223,TCS,245,0.0033939990162321,0.0069750711582372,0.01256026447388324,0.017014997897360017,0.03872177543466414,0.005678245294605784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577833912219767,0.4625
224,JBMA,245,0.0032542372881354,0.007183212267958,0.01194496496191244,0.019175047362481837,0.046778153691319664,0.005995409444371495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760354235620359,0.4635
225,MFSL,245,0.0037831021437578,0.0069375,0.01188069832752396,0.016176615809313052,0.030873060649617416,0.0055759831099413655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460251046025104,0.4635
226,TRENT,245,0.0030130869620459,0.0060626249167221,0.011525349411068878,0.021575436097006476,0.047503759040353075,0.0055736674143535715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077871920002395,0.465
227,CANFINHOME,245,0.0037546933667083,0.0069360675512666,0.01151690886866758,0.01707896962542357,0.02775479633064818,0.00532132123231522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335135135135136,0.46749999999999997
228,NLCINDIA,245,0.0042246909716787,0.0077227722772277,0.0111199157360193,0.0155642023346302,0.04806117335940738,0.006110787200952072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642201834862385,0.4685
229,ABCAPITAL,245,0.0034246575342464,0.0073529411764705,0.012645482846665279,0.016931292575696488,0.03350951857079028,0.005493884312891501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543973941368078,0.471
230,CARTRADE,245,0.0032766990291261,0.0076200602516393,0.013013524137468334,0.017494466976329903,0.03740991175755227,0.005733141846791158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597475455820477,0.4755
231,INDIANB,245,0.0034302325581395,0.0072169598556608,0.012382349986450138,0.017610728071314627,0.030574576807990552,0.005512953971034325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420388233893056,0.476
232,KOTAKBANK,245,0.0034181541967336,0.0067832916815424,0.012925980807810837,0.01674672084586278,0.026324529246362756,0.005373155296023476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408614025400331,0.47750000000000004
233,SAIL,245,0.0038205108996927,0.0077298616761594,0.011058890437670539,0.017844215518828088,0.028362279578822633,0.0056113412119437045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378237714839021,0.4795
234,CARBORUNIV,245,0.0040478380864765,0.0070697674418603,0.01178947449817336,0.015617178068852626,0.02807443438914028,0.005498873476232329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602409638554216,0.4805
235,ACE,245,0.0035800223017781,0.0067522321428571,0.011302200421692579,0.01883441445437182,0.03862103659373544,0.005548585133787301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456252133348504,0.4835
236,DEVYANI,245,0.0030164745920023,0.0064266137416122,0.01290074167309706,0.019432308677027988,0.044769015035446245,0.005665750610548516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0638297872340425,0.485
237,KPITTECH,245,0.003122212310437,0.0063391442155309,0.012765058019122017,0.019130733212927156,0.04499196649300769,0.005804046407032644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099523241954708,0.485
238,BALRAMCHIN,245,0.003692156219232,0.0070383404334137,0.012642314597431219,0.015986442794037953,0.03468426141939076,0.005593825842166841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476058931860037,0.4855
239,JUBLINGREA,245,0.0037996059667886,0.0071999999999999,0.011322174484841897,0.017780373763311735,0.025345070422535174,0.005704451159592291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359460118708837,0.4855
240,WHIRLPOOL,245,0.0033519553072626,0.0069336521219365,0.012098959438403759,0.019102478049228197,0.04008553100498924,0.005853124091549438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0977193274513068,0.487
241,LT,245,0.0027093596059113,0.0056845577972339,0.013007976019720034,0.02067465948272898,0.04624007857627273,0.005387385646759784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607200429876411,0.489
242,FIRSTCRY,245,0.0035496957403651,0.0072941176470588,0.012402812241521857,0.017408509426858013,0.035704657768262385,0.005560466768307235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04091834845399,0.489
243,OIL,245,0.0039603960396039,0.0075098814229248,0.011843830819162777,0.016240240471436414,0.03660842514794904,0.005662850041624927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403960396039604,0.4895
244,PCBL,245,0.0031788079470198,0.0064766839378238,0.011970204491870074,0.020943506149764996,0.05303380961079292,0.005807036094106359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743028261276437,0.4915
245,POLICYBZR,245,0.0036,0.007563025210084,0.01253733189340858,0.01708796571027518,0.03504225396252292,0.0059001024767899165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501486364223859,0.4935
246,USHAMART,245,0.0041510580135668,0.0070474387293573,0.012049276516558,0.0153769992383853,0.0373973966534542,0.005932454807611177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582035928143712,0.4945
247,NATCOPHARM,245,0.0034908700322233,0.0065281899109792,0.0109384050091001,0.021136610367525097,0.04394624993039948,0.005697245397449691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692588092345078,0.4965
248,JUBLFOOD,245,0.0029688273132112,0.0056414542415379,0.012454810495626618,0.02165727701152192,0.04595720267007888,0.005532120630985652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502604166666666,0.501
249,TVSMOTOR,245,0.0030496257277515,0.0067531064289572,0.013734131640922837,0.018597228858098332,0.028600888356555478,0.00549872375121089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480852289087243,0.502
250,AADHARHFC,245,0.0045018007202881,0.0080160320641282,0.0117811345100537,0.014995662866997874,0.02927825758602656,0.005990559225402318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0730186041509839,0.503
251,TRITURBINE,245,0.0038961038961038,0.0072208850212922,0.012272671806800958,0.016295668611283093,0.05236473688789813,0.005927529122692126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391303,0.5035
252,BHARTIARTL,245,0.0041774418142033,0.0072104799647731,0.012163043609224839,0.015488347046229216,0.024603936782522887,0.005550995448394361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042514239218877,0.5035000000000001
253,SAREGAMA,245,0.0034493571652556,0.0076489533011272,0.012369061022437618,0.018565400843881842,0.03921664716948455,0.005859557288919409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447058823529411,0.504
254,TRIDENT,245,0.0028099754127151,0.0061601642710471,0.012503934709873859,0.02333684216696842,0.04027546382271274,0.006037736375312887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969052224371372,0.505
255,LGEINDIA,215,0.002969696969697,0.0071285250697016005,0.013865545131933818,0.018966639870615056,0.046768799019689306,0.005740523964609524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0717577353522054,0.508
256,UCOBANK,245,0.0033457249070631,0.0059753954305801,0.013606836678590476,0.017501231882826578,0.034733064040313705,0.005192088363166065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450089126559714,0.5105
257,CHENNPETRO,245,0.0032773109243697,0.0070052539404552,0.013234599023788079,0.018380459507616954,0.033647566435069685,0.0056090732778518336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483924209414405,0.5115000000000001
258,RAINBOW,245,0.0039226295144056,0.0079883805374001,0.01247895564160404,0.016273484257090808,0.025845821738347298,0.005679219020934373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469798657718121,0.514
259,ADANIENT,245,0.0035983851149727,0.0071750077989214,0.011439456023389218,0.019861304963083245,0.03791420462505837,0.006036257351238311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776942355889724,0.515
260,SONACOMS,245,0.003626772172766,0.0077388963660833,0.0123974650951624,0.017943046357615892,0.02917197369798354,0.005972468534503572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988999999999999,0.5155000000000001
261,AAVAS,245,0.0034592868547099,0.0073563523096293,0.011955261855261898,0.019797168587264227,0.04719586770717192,0.00593106271924085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779661016949152,0.5165
262,SWANCORP,245,0.0036921011411948,0.0067383282528479,0.012279874213836457,0.017993189284328196,0.04050573580483825,0.00585734211843006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514839491217444,0.517
263,FIVESTAR,245,0.0040834845735027,0.0078387458006718,0.011939414684731878,0.016875352866692984,0.04163095922601936,0.006102157831024535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0538666666666667,0.517
264,HSCL,245,0.0037627551020409,0.0067668054729328,0.012093457838772277,0.018071621056614896,0.028642278115864814,0.005446851711182883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398230088495574,0.519
265,CRAFTSMAN,245,0.0038910505836575,0.0070508474576271,0.01223489610716152,0.01721760600217188,0.03419271872634724,0.0058149148961863465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435513335769091,0.5205
266,SUMICHEM,245,0.0042904644427759,0.0075216972034715,0.01125395168949922,0.017378969031671174,0.039269491713936094,0.005800718076331836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628019323671498,0.5245
267,BHARTIHEXA,245,0.0040308239478363,0.007457627118644,0.01306620545161584,0.015180167805167797,0.026965065347933546,0.005680278085621056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463171036204744,0.5249999999999999
268,HDFCAMC,245,0.0037453183520599,0.0071639441054909,0.011933121853060738,0.018897360112733214,0.038676634963215877,0.005928965631476589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0720829597286656,0.5265
269,HEG,245,0.0035545023696681,0.0075768614308611,0.012237471393043499,0.01928437727209435,0.04601339747486645,0.006125441993356325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764326375711574,0.529
270,ELECON,245,0.0038298730094739,0.0075849798670286,0.012935782049643638,0.01655491040769175,0.04262825032826039,0.00608360904891786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1084325396825396,0.53
271,LTF,245,0.0031031807602793,0.0070921985815601,0.013551474536126713,0.019903113670681878,0.038454303797468344,0.005687132004476258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0530865652874374,0.5309999999999999
272,ZENSARTECH,245,0.0040554241297734,0.0080461946232488,0.012938529149018,0.01569096864151983,0.026122648365579197,0.005620177718301563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600533807829181,0.5329999999999999
273,GODREJPROP,245,0.0038667459845329,0.0074441687344912,0.012640555552726999,0.016998682570767275,0.03388540704063895,0.005671225636116819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605208918868278,0.534
274,FLUOROCHEM,245,0.0041331484049931,0.0072546972860125,0.01268305298741,0.015842371922801503,0.0409330872660913,0.00598751531957512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678807947019868,0.535
275,J&KBANK,245,0.0026058631921824,0.0064189189189187,0.014088619628781858,0.02180831120920802,0.04161346961230249,0.005596276812750054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0491013844698597,0.538
276,INOXWIND,245,0.0035882908404154,0.0078387458006718,0.01122690725148116,0.02228651709906996,0.03962597878593661,0.005960225691496854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0530227948463826,0.538
277,ELGIEQUIP,245,0.0038454659273832,0.0074283692960734,0.01149077675994468,0.019268343203965237,0.02863938172043007,0.006087356819571327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1313784345416762,0.5385
278,DEEPAKFERT,245,0.0032524393294972,0.007496561210454,0.0128163329002404,0.021219710456948013,0.05342467360261117,0.006448164224347772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075134168157424,0.539
279,LTFOODS,245,0.0033581194531061,0.0070413352457947,0.012389975550122138,0.020950283492820847,0.042454846808299834,0.006375115918278933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1587431693989072,0.5395
280,GODFRYPHLP,245,0.0036217655015928,0.0065227592679493,0.011129942527081377,0.02235373037922484,0.04159860366117225,0.005830842590312455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608479271327293,0.5395
281,UTIAMC,245,0.0042060988433227,0.0075591104860684,0.012291891077548819,0.016538168025836287,0.03201356881927317,0.0057641468841670125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497842842600223,0.54
282,ABLBL,245,0.0037748798901853,0.0077524843188387,0.01215848813121878,0.018947587415139685,0.05663133687393589,0.007049779783966427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1981681137296058,0.5425
283,NYKAA,245,0.0038022813688212,0.0065981279729936,0.013015306098783699,0.017192248388264,0.03173026819923368,0.005572228128400191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389610389610388,0.544
284,RAMCOCEM,245,0.0043668122270741,0.0077476784438705,0.01223066029469736,0.016382230744646797,0.027475072444218405,0.005844714562959451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372670807453415,0.5469999999999999
285,INDIACEM,245,0.0043500511770726,0.0071789417708056,0.012383996245542279,0.016017280378851098,0.029454514501778595,0.0054941627753989095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366748166259167,0.547
286,MINDACORP,245,0.0036775106082036,0.0080168776371307,0.013563705937672277,0.017296898911974452,0.034000846791265915,0.00592881448517505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606709493219128,0.55
287,TATASTEEL,245,0.0037236703162339,0.0073931598244876,0.012203944012842416,0.019478130872627564,0.029085742731213497,0.005762271311133723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043895819197244,0.55
288,ITI,245,0.0044939780693871,0.007020007020007,0.01107077681460938,0.0180924984664577,0.05061221139338262,0.006237935397752903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0641073425270221,0.5505
289,PPLPHARMA,245,0.0037513068076995,0.006195596518177,0.012238815278462878,0.019234709661334552,0.03324386730984662,0.005389256674590108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576923076923077,0.5509999999999999
290,NAUKRI,245,0.0041391329605692,0.0079225352112675,0.012853471090099319,0.01632010138416894,0.025304692750651565,0.005702171886423621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324630199543334,0.5515
291,CUMMINSIND,245,0.0033205173016428,0.0064159292035397,0.013341343592742739,0.019649941085759032,0.03442000862440716,0.005608625323797879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432612312811979,0.5525
292,LATENTVIEW,245,0.0036144578313253,0.0073875083948957,0.013446540880503198,0.017827595880537606,0.04280365344221537,0.006057452789308863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0626391568947603,0.5545
293,CIEINDIA,245,0.0038095238095239,0.0075,0.01263768335996284,0.018079913098627668,0.02671808436842684,0.005632771345931802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441082463243127,0.5545
294,DIXON,245,0.0034545454545454,0.0070409982174688,0.013031396853716059,0.01930686032156663,0.04685857664256975,0.0059937923682288835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0720494494881205,0.556
295,SAMMAANCAP,245,0.0039682539682541,0.0068516615279204,0.010733966870016194,0.021627182718899598,0.038614823677776855,0.005852408182665023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495829471733086,0.5565
296,BANDHANBNK,245,0.0034110016814797,0.0067317605676513,0.013043989537553698,0.01978137459348983,0.04070383390777292,0.005916080523722489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942168674698795,0.557
297,LTM,245,0.0035273368606701,0.0071287617168228,0.013214029393565817,0.01881382461246751,0.0346608342939297,0.005810796753425817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394030599448206,0.5575
298,CONCORDBIO,245,0.0034677723332077,0.0077952755905512,0.01461220370445456,0.017623609120309833,0.04089954526663915,0.0059745403542019355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050597645367125,0.558
299,BANKINDIA,245,0.0029369627507163,0.0057735754330181,0.013731864153114696,0.022775202415455657,0.036984490211034775,0.005601635028286206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469681547186273,0.5585
